"","X1","id","Data.source.citation","Class","Order","Family","Genus","Species","Sub.species","Authority","Common.Name","Location.of.population","Country.list","Region","Are.coordinates.for.specific.location.","system","biome","realm","Native","Alien","Invasive","Units","Sampling.method","Data.transformed","year","pop"
"1084",839,5893,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Mean no. of Tracks per 100m transect","Observation line (transect)","No",1997,NA
"1085",860,5897,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Mean no. of Tracks per 100m transect","Observation line (transect)","No",1997,NA
"1086",2424,5898,"Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Tracks per 100m transect per 24 recordings","Observation line (transect)","No",1997,NA
"1087",9306,10732,"Kurki, S., A. Nikula, et al. (1998). Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes. Journal of Animal Ecology 67(6): 874-886.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Central Finland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track density (10kmŒ¿Œ_ 24h Œ¿Œ_ )","Finnish wildlife-triangle method - winter snow tracking census","No",1997,NA
"1088",9307,10733,"Kurki, S., A. Nikula, et al. (1998). Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes. Journal of Animal Ecology 67(6): 874-886.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Southern Finland","Finland","Europe",FALSE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track density (10kmŒ¿Œ_ 24h Œ¿Œ_ )","Finnish wildlife-triangle method - winter snow tracking census","No",1997,NA
"1089",9318,11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus 1758","Red fox","100km2 area in Southern Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",1997,11.89
"1090",9319,11490,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",1997,5.18
"1091",9320,11491,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Central Finland","Finland","Europe",TRUE,"Terrestrial","Boreal forests/taiga","Palearctic","Yes","No","No","Track index - the number of crossings per 24h per 10km.","Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square.","No",1997,2.19
"1092",10002,11479,"Goszczyí±ski, J., M. Misiorowska, et al. (2008). Changes in the density and spatial distribution of red fox dens and cub numbers in central Poland following rabies vaccination. Acta Theriologica 53(2): 121äóñ127.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Rogí_w, Central Poland","Poland","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Mean density (number of  individuals per km2)","Driving censuses","No",1997,NA
"1093",10003,11495,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Villecomte, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1094",10004,11512,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Cessey-sur-Tille, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1095",10005,11513,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","GIC Petit Gibier, Vallí©e de l'Ouche, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1096",10006,11514,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Pleine de Genlis, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1097",10007,11515,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Val de SaíÇne, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1098",10008,11516,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Vingeanne, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1099",10009,11517,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","SaíÇne-Nacey (area around Auxonne), CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1100",10010,11518,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Tille-La Norges, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1101",10011,11519,"FDC CíÇte d'Or (2011). SynthíÂse dí©partementale des suivis de populations de liíÂvres däó»Europe et de renards roux, Fí©dí©ration Dí©partementale des Chasseurs de la CíÇte d'Or.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Val de Seine, CíÇte-d'Or departement, Bourgogne region","France","Europe",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Palearctic","Yes","No","No","Kilometric index (no. of foxes per km)","Spring night counts using spotlights along driven census routes","No",1997,NA
"1102",13435,3485,"Peterson, R. O. (1996 - 1997). Ecological studies of wolves on Isle Royale. Houghton, Michigan, School of Forestry and Wood Products, Michigan Technical University, Michigan USA.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Isle Royale National Park, Michigan, USA","United States","North America",TRUE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","Number of foxes seen on carcasses/100 hours","Aircraft observations","No",1997,56
"1103",13436,4842,"Kitchell, J. (2005). Annual Mammal Survey. W. D. o. N. Resources, Wisconsin Department of Natural Resources: 1-8.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Wisconsin, USA","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","number of individuals per volunteer respondent","sightings (live or road kill)","No",1997,5.4
"1104",13437,3490,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Minnesota and Ontario Peatlands","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1997,NA
"1105",13438,3491,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Minnesota Drift and Lake Plains","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1997,NA
"1106",13439,3492,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Northern Superior Uplands, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1997,NA
"1107",13440,3494,"Sargeant, G. A., W. E. Berg, et al. (1996). Minnesota carnivore population index scent-station survey results 1986-1995. Northern Prairie Biological Resources. from http://www.npwrc.usgs.gov/resource/mammals/mncarns/index.htm.","Mammalia","Carnivora","Canidae","Vulpes","vulpes",NA,"Linnaeus, 1758","Red fox","Southern Superior Uplands and Western Superior Uplands, Minnesota","United States","North America",FALSE,"Terrestrial","Temperate broadleaf and mixed forests","Nearctic","No","Yes","Yes","% of scent stations visited each year. Does not indicate actual numbers but can be used as index of trend.","Presence or absence of tracks at scent-stations","No",1997,NA
